Video Title,Published Date,Views,Likes,Comments
This is every developer’s new summer anthem.🐛🎶,2024-06-26T04:00:17Z,4443,90,7
How do you use AI in your day-to-day?,2024-06-25T04:00:33Z,2518,74,6
Infinite Nature at Google I/O 2024,2024-06-21T19:00:30Z,2372,64,3
Determine the structures and values of this merged array. Go!,2024-06-21T01:00:00Z,3292,107,7
Gemma announcements from Google I/O 2024,2024-06-20T19:00:15Z,1969,50,1
Day in the life of a Google Wallet Product Manager,2024-06-20T17:05:25Z,13831,137,14
Multimodal Retrieval-Augmented Generation (RAG) at Google I/O 2024,2024-06-19T19:00:07Z,3272,103,2
*cries in developer*,2024-06-19T04:00:16Z,4112,163,8
Getting started with GenType,2024-06-13T19:00:17Z,6331,232,9
Do you keep it casual or classy with your team?,2024-06-13T04:00:22Z,2966,65,2
It doesn’t stand for Luscious Lemon Meringue? 🍋,2024-06-11T13:00:34Z,3519,86,24
"Introducing the Google Developer Program, Building with AI on Android updates, and more dev news!",2024-06-10T21:00:35Z,6215,193,9
Revving up relaxation (or trying to) - Delorean ASMR,2024-06-10T16:38:24Z,5128,98,7
What's in your Google Wallet?,2024-06-06T17:00:54Z,8543,233,21
Do you have what it takes to win the Gemini API Developer Competition?,2024-06-06T04:00:20Z,4858,223,7
Tips & tricks for using IDX: Enabling Docker,2024-06-05T19:00:30Z,5681,164,15
POV: You just wanted to be an SWE.,2024-06-04T13:00:12Z,4664,170,4
How to get started with Open Health Stack,2024-06-03T21:00:00Z,1554,45,6
Tips & tricks for using IDX: Building with Gemini in IDX,2024-06-03T16:00:00Z,6770,215,15
Propose a solution to ensure modifications are reflected accurately. Go!,2024-05-31T01:00:22Z,3629,117,17
How GDGs are building with Google AI,2024-05-30T13:00:46Z,7030,220,9
What's your most epic memory of Google I/O?,2024-05-30T04:00:10Z,5579,169,3
Prior experience and questions in your technical interviews?,2024-05-29T13:00:57Z,3019,77,6
Night owl or a rise-n-coder? 🌙☀️,2024-05-29T04:00:36Z,4461,114,10
"Angular v18 now available, Announcing Trillium, and more dev news!",2024-05-28T21:00:00Z,4374,126,5
These phrases hit a little too close to home. 🫣,2024-05-27T16:00:34Z,2973,54,0
"When The Voice speaks, everyone listens. ☕",2024-05-24T23:00:15Z,9701,197,6
Can a backend engineer learn Flutter with AI?,2024-05-24T13:01:01Z,8693,307,23
How can we ensure consistent object comparisons in this Flask application?  Go!,2024-05-24T01:00:18Z,4331,188,22
Developer Keynote (Google I/O '24) - Audio Described,2024-05-22T16:04:01Z,4308,79,0
Top AI developer news from Google IO 2024,2024-05-22T16:00:30Z,4003,108,6
Purple links 😢,2024-05-22T04:00:15Z,5562,226,12
Reimagine the Future of Gaming with Google AI,2024-05-21T23:00:04Z,6680,177,0
"What's new in Firebase, Flutter, and more Google I/O 2024 announcements",2024-05-20T21:00:37Z,10861,300,16
Visualize Models with Model Explorer,2024-05-17T16:05:00Z,6481,256,11
Upskill your org in ML/AI with Kaggle,2024-05-16T14:11:27Z,2188,42,4
"Using Gemini Pro Vision for multimodal use cases with text, images, and videos",2024-05-16T14:10:57Z,8485,156,2
"Collaborative model development with Keras, Kaggle, and Colab",2024-05-16T14:10:38Z,1534,46,2
Visual Blocks ML: Create AI demos faster using custom nodes for your favorite APIs,2024-05-16T14:10:18Z,6056,125,13
Enabling all developers to build for the home with the Home APIs,2024-05-16T14:10:03Z,7338,82,9
Everything you need to know about Google Pay & Wallet,2024-05-16T14:09:44Z,21643,226,22
Streamline app compliance and AI safety with Checks,2024-05-16T14:09:29Z,2261,29,2
How to elevate software development with AI-assisted coding,2024-05-16T14:09:01Z,15169,323,10
Machine Learning frameworks for the gen AI era,2024-05-16T14:08:46Z,1538,34,1
Accelerate PyTorch workloads with Cloud TPUs and OpenXLA,2024-05-16T14:08:23Z,1530,17,1
Building trust with community-informed AI evaluation,2024-05-16T14:07:53Z,1237,12,1
The latest in Material Design,2024-05-16T14:07:29Z,32388,679,32
An LLM journey speed run: Going from Hugging Face to Vertex AI,2024-05-16T14:07:02Z,2844,59,4
Web AI: On-device machine learning models and tools for your next project,2024-05-16T14:06:46Z,23049,460,20
"Best practices for designing generative AI products that are safe, trustworthy, and helpful",2024-05-16T14:06:27Z,3331,75,0
Generative AI on mobile and web with Google AI Edge,2024-05-16T14:06:08Z,9877,154,5
Kaggle is your home for trustworthy AI resources,2024-05-16T14:05:44Z,953,33,0
How to build Multimodal Retrieval-Augmented Generation (RAG) with Gemini,2024-05-16T14:05:26Z,87059,1789,73
Gemma models: Unveiling the latest advancements,2024-05-16T14:05:02Z,2355,49,6
Large language models with Keras,2024-05-16T14:04:44Z,6692,198,6
AI-assisted creativity for images,2024-05-16T14:04:25Z,1547,25,5
AI powered solutions: Reimagining health and science for society,2024-05-16T14:04:00Z,5902,108,2
A new renaissance in art: Refik Anadol on the AI transformation of art,2024-05-16T14:03:41Z,4802,94,15
AI as a tool for storytellers: A conversation with Ed Catmull,2024-05-16T14:03:14Z,5591,113,11
"Quantum computing: Facts, fiction and the future",2024-05-16T14:02:44Z,43700,1110,69
Under the hood with Google AI,2024-05-16T14:02:28Z,5043,78,3
What's new in Google AI,2024-05-16T14:02:02Z,19764,323,17
The Gemini API: From prototype to production,2024-05-16T14:01:35Z,16728,337,9
Google I/O 2024 Developer keynote in 5 minutes,2024-05-14T22:50:42Z,36969648,1940,86
Developer Keynote (Google I/O '24),2024-05-14T22:01:55Z,735354,6097,258
Developer Keynote (Google I/O '24) - American Sign Language,2024-05-14T21:49:32Z,10788,260,10
Introducing Project Gameface for Android,2024-05-14T21:43:46Z,20866,248,27
Top 3 things from Google I/O 2024,2024-05-14T21:43:24Z,9881849,560,17
Gemini API Developer Competition - How to Join,2024-05-14T20:44:11Z,27646,944,72
The limitless possibilities of on-device ML: From accessible toys to grading grapes,2024-05-13T22:54:14Z,557,10,2
An introduction to MediaPipe’s Face Landmarker & how it can power hands free gaming,2024-05-13T22:45:49Z,1332,25,2
An intro to object detection on MediaPiPe and the inner workings of Project GameFace,2024-05-13T22:42:01Z,1230,20,3
Semantic Retriever and Q&A Model now available as Developer API,2024-05-10T13:00:56Z,3548,115,7
Identify the root cause behind this function’s behavior. Go!,2024-05-10T01:00:22Z,6298,213,13
“Say the thing you’re thinking.”,2024-05-09T04:00:05Z,3529,140,2
How to moderate text with Google AI,2024-05-08T13:00:33Z,3827,117,9
One bug. Different reactions.,2024-05-08T04:00:17Z,9841,351,8
"Google I/O program details now live, New AI tools for Google for Developers, and more dev news!",2024-05-06T21:00:36Z,4279,161,10
Google AI Studio at Google Cloud Next ‘24,2024-05-04T17:00:02Z,5779,177,5
Gemini function calling API at Google Cloud Next ‘24,2024-05-03T23:00:08Z,3779,133,3
What issue could arise with custom trigger functions blocking unfiltered DELETE queries?,2024-05-03T16:01:54Z,3424,113,9
How to tackle a Google interview question | Puf,2024-05-02T16:00:21Z,7640,240,26
Do you use your pet's name as your password?,2024-05-02T13:00:38Z,5427,156,7
"Sometimes, a dev has to take one for the team. 🙂‍↔️",2024-05-02T04:00:25Z,5570,123,6
Visual Blocks at Google Cloud Next ‘24,2024-05-01T19:22:02Z,3846,87,3
The latest news for the Gemma open models family at Google Cloud Next ‘24,2024-05-01T16:10:11Z,1860,52,1
What does LGTM stand for? (wrong answers only),2024-04-30T13:00:57Z,4358,92,24
"The Gemini Cookbook, Popover API lands in Baseline, and more dev news!",2024-04-29T21:00:26Z,5251,169,5
What's it like being a GDSC Lead?,2024-04-29T16:00:50Z,2494,57,0
We’ll spill the tea another time.,2024-04-26T19:00:00Z,5719,72,3
Unravel the Python mystery behind these two specific numbers. Go!,2024-04-26T01:00:01Z,4693,141,12
"No, not you PHP.",2024-04-25T13:00:07Z,18273,455,18
Audio classification - ML on Web with MediaPipe: Episode 7,2024-04-24T13:14:05Z,1429,29,2
Pose landmark detection - ML on Web with MediaPipe: Episode 8,2024-04-24T13:11:58Z,6331,104,10
Text classification - ML on Web with MediaPipe: Episode 9,2024-04-24T13:10:33Z,904,13,0
Face detection - ML on Web with MediaPipe: Episode 10,2024-04-24T13:09:25Z,1646,29,1
Face landmark detection - ML on Web with MediaPipe: Episode 11,2024-04-24T13:08:12Z,3278,44,2
Image embedding - ML on Web with MediaPipe: Episode 12,2024-04-24T13:06:29Z,1230,15,1
Avoid naming the same things as Bri.,2024-04-24T04:00:02Z,5816,115,15
Can you make this image into a stateless widget? Go!,2024-04-19T01:00:17Z,5435,277,12
Humble beginnings. 😎,2024-04-18T04:00:02Z,7313,152,10
What does API stand for?,2024-04-16T13:00:07Z,6118,175,53
"Ushering in a new era for app developers, Google Season of Docs, and more dev news!",2024-04-15T21:00:14Z,6276,159,6
“Those stickers are NOT for you.”,2024-04-15T13:00:24Z,11395,209,9
How can you fix the order of these logged messages? Go!,2024-04-12T01:00:11Z,6744,240,20
How did I become a software engineer at Google?,2024-04-11T13:00:15Z,11189,331,9
Testing Tip: Reduce code complexity by reducing nesting,2024-04-10T04:00:02Z,5722,299,3
Reviewing 10 lines of code vs. 500 lines of code,2024-04-09T13:00:17Z,12117,549,11
Did you write them? 👀,2024-04-08T13:00:19Z,6942,236,17
Google for Games Developer Summit 2024 Recap,2024-04-06T04:00:25Z,1845482,147,0
Can the Gemini AI model use APIs? | Build with Google AI,2024-04-05T19:00:00Z,7989,197,4
Introduction to Passes Classes and Passes Objects,2024-04-05T13:00:30Z,5719,130,6
Why use Gemini API to write SQL? | Build with Google AI,2024-04-04T19:00:19Z,6998,196,7
Use Gemini API for database queries? | Build with Google AI,2024-04-03T23:00:18Z,25742,711,12
AI Data Agent with Gemini API | Build with Google AI,2024-04-03T19:00:37Z,47686,1073,38
"You’re doing amazing, sweetie.",2024-04-03T04:00:29Z,6559,229,10
The types of devs at I/O,2024-04-02T23:00:33Z,2956,83,2
Demo: Optimizing Gemma inference on NVIDIA GPUs with TensorRT-LLM,2024-04-02T04:00:35Z,3678,95,3
Open models in the Gemini era,2024-04-02T04:00:25Z,18122,327,22
Demo: Deploying Gemma at dataflow scale,2024-04-02T04:00:25Z,754,12,3
Gemma: The responsible way to build,2024-04-02T04:00:22Z,1264,32,2
Demo: Using Gemma with the Hugging Face ecosystem,2024-04-02T04:00:17Z,2871,78,2
Demo: Gemma on-device with MediaPipe and TensorFlow Lite,2024-04-02T04:00:14Z,3635,116,4
A fireside chat with Jeanine Banks and Oriol Vinyals,2024-04-02T04:00:11Z,1082,28,1
Demo: Taking Gemma from prototype to production faster with Vertex AI,2024-04-02T04:00:10Z,1563,37,1
Designing the open and safe AI future,2024-04-02T04:00:10Z,1595,42,9
Getting started with Gemma models,2024-04-02T04:00:08Z,12093,339,16
"Demo: Building cloud-native, AI-powered applications with GKE",2024-04-02T04:00:07Z,789,20,0
Demo: Building a Gemma chatbot with Keras,2024-04-02T04:00:06Z,3006,95,4
Demo: Rapid prototyping with Gemma and Llama.cpp,2024-04-02T04:00:06Z,71634,2099,61
"Demo: JAX, Flax and Gemma",2024-04-02T04:00:01Z,5928,157,8
"""I got you!""",2024-04-01T13:00:13Z,16464,306,7
Google for Games Developer Summit 2024 Teaser,2024-03-30T04:00:03Z,1712433,163,0
Code with AI: How to generate usable code? | Build with Google AI,2024-03-29T19:00:11Z,6814,183,4
Spring Cleaning (Developer’s Version),2024-03-29T13:00:01Z,5032,104,6
Code with AI: Generate a full application?? | Build with Google AI,2024-03-28T19:09:31Z,12763,287,9
Master the Gemini API: A Node.js tutorial with real examples,2024-03-28T13:00:35Z,53735,1807,84
Unlock collaborative coding superpowers | Build with Google AI,2024-03-27T23:00:18Z,5353,118,6
AI Flutter Code Generator with Gemini API | Build with Google AI,2024-03-27T19:00:32Z,68604,1209,26
“Could you get me like…..a guesstimate?”,2024-03-27T04:00:02Z,7534,266,10
"Tune into Google I/O, Google Cloud updates, and more dev news!",2024-03-25T21:00:21Z,3725,140,5
Use Gemini to make a choose your own adventure game!,2024-03-25T13:00:57Z,11500,426,15
Fun building with AI! Wait. REALLY? | Build with Google AI,2024-03-22T19:00:21Z,2799,54,3
My message to women in tech - Carla Vieira,2024-03-22T13:00:16Z,2684,71,4
Stop devices from overheating during gameplay. Go!,2024-03-22T01:00:09Z,2392,61,8
AI problems: My presentation doesn't fit!  | Build with Google AI,2024-03-21T16:00:18Z,3074,60,0
Build a presentation reviewer without AI?  | Build with Google AI,2024-03-20T21:00:15Z,2530,37,1
AI Slides Reviewer with Google Workspace and Gemini | Build with Google AI,2024-03-20T13:00:18Z,11251,206,15
Can Gemini understand software design?,2024-03-20T04:00:35Z,7061,171,13
Get ready for Season 2 of Build with Google AI,2024-03-19T21:00:00Z,2223,43,1
"Introducing Speedometer 3, Next Paint officially a Core Web Vital, and more dev news!",2024-03-18T21:00:02Z,5277,185,10
"🎶 Just keep coding, just keep coding 🎶",2024-03-18T13:00:36Z,6739,223,7
My GDSC Lead story - Berk Durmuş Bayar,2024-03-15T16:29:37Z,2668,49,0
When your tea is trying to tell you something... 🍵🍃,2024-03-14T04:00:12Z,5871,144,4
Always cover your bases.,2024-03-13T04:00:02Z,3787,157,7
Google for Games Developer Summit 2024,2024-03-12T17:00:48Z,76698,1208,0
How this Android GDE embraces the journey of growth in tech,2024-03-12T04:00:23Z,4147,104,10
Catch ‘em all!,2024-03-12T01:00:30Z,3400,156,6
"Gemma now available in KerasNLP collection, Signal Input in developer preview, and more dev news!",2024-03-12T01:00:17Z,3427,143,6
When 'destroy all children' isn't what it seems... 👀,2024-03-11T21:00:01Z,3338,77,2
A dev's gotta do what a dev's gotta do.,2024-03-11T13:00:41Z,5720,111,6
How I benefited from GDSC - Anish Shobith,2024-03-09T00:00:15Z,2509,53,3
Distractions during the standup.,2024-03-08T14:00:09Z,6000,94,7
CaN YoU FiX ThIs?,2024-03-08T02:00:25Z,16097,365,15
"If you know, you know. 📖",2024-03-07T02:00:11Z,8534,211,15
No breaks when refactoring old code? Nice.,2024-03-06T14:00:05Z,5357,167,11
So that’s where that was!,2024-03-05T02:00:25Z,8093,247,7
"Firebase’s Release Monitoring dashboard, Dart 3.3 release, and more dev news!",2024-03-04T22:00:14Z,4446,165,11
Ready by the next sprint? For sure. 🥴,2024-03-04T14:00:08Z,4993,122,3
DevFest Dublin: What’s the best part about this event?,2024-03-01T20:00:16Z,2753,73,0
Growing together as a GDSC lead - Ishnoor Kaur,2024-03-01T14:00:50Z,1743,32,0
Can you tidy up this snippet of Dart code? Go!,2024-03-01T02:00:20Z,3847,145,13
The Leap Day productivity ideas are endless. ✨,2024-02-29T20:00:23Z,4355,94,5
Dive Into DevFest Europe 2024,2024-02-29T17:54:41Z,2019,63,6
My experience as a GDSC Lead at RIT - Alaina Mupparthi,2024-02-29T02:00:04Z,5654,214,5
My adventure as a GDSC Lead - Advaith Sriram,2024-02-28T22:00:14Z,2325,61,1
A snapshot into DevFest Dublin!,2024-02-28T18:00:07Z,1452,43,2
Ever wonder why that cat is behind the waterfall in level 3?,2024-02-28T14:00:43Z,2984,77,9
How Archivi.ng is making news more accessible,2024-02-22T17:00:20Z,2432,86,4
ZAP!  You’re now in light mode. ⚡,2024-02-22T14:00:53Z,7891,226,8
The progression of a software developer 📶,2024-02-21T05:00:32Z,15205,357,14
Integrate an AI Chatbot into this game. Go!,2024-02-20T14:00:19Z,2875,161,7
We’re going to choose cowboy coding every time.,2024-02-17T05:00:01Z,4675,153,13
Re-entering the tech workforce be like……,2024-02-16T17:00:20Z,7609,164,6
From Student to Leader: Hyuna Kim's GDSC Journey,2024-02-16T17:00:04Z,2932,87,5
Getting started with PartyKit and Novu,2024-02-14T17:00:24Z,3221,55,1
A look into DevFest Munich,2024-02-14T05:00:24Z,2268,62,4
Who's your developer inspiration?,2024-02-14T00:00:33Z,2760,97,5
Generate the HTML and CSS needed for this login page. Go!,2024-02-13T14:00:23Z,5898,257,11
How I built a video streaming platform!,2024-02-13T05:00:08Z,4218,133,7
Firestore Multiple Databases now generally available!,2024-02-13T02:00:20Z,2041,75,0
"Firestore Multiple Databases now generally available, Go 1.22, and more dev news!",2024-02-12T22:00:03Z,6712,163,7
"When duty calls, but so does the halftime show.",2024-02-11T14:00:24Z,4982,61,2
A glance into DevFest Europe,2024-02-09T20:00:24Z,3402,75,5
My experience as a GDSC Lead - Sarah Redwan,2024-02-09T14:00:14Z,2602,92,6
Sometimes it’s not the code’s fault 🤷,2024-02-09T05:00:11Z,6398,190,9
“We’re flutter developers 💅”,2024-02-08T05:00:35Z,63666,3794,112
How I built this telemedicine app!,2024-02-08T00:00:14Z,3723,140,4
Deploying an application with Generative AI best practices,2024-02-07T00:00:17Z,5903,129,3
Craft an AI Studio prompt to recreate this animation. Go!,2024-02-06T17:29:40Z,3283,102,4
The code was NOT self-explanatory,2024-02-06T05:00:08Z,10220,358,13
MobileDiffusion - On-device text to image generation,2024-02-06T02:00:11Z,2774,76,2
How I built this automation app,2024-02-06T00:00:10Z,3280,69,4
"Google Cloud region is Johannesburg, MobileDiffusion, and more dev news!",2024-02-05T22:00:26Z,4297,153,7
The journey as a GDSC Mentor - Nojus Kybartas,2024-02-03T00:00:16Z,2842,82,2
Still cracking the code on how to screen share.,2024-02-02T05:00:06Z,5808,110,8
A glimpse into DevFest Konya,2024-02-01T17:00:42Z,3013,56,4
Enhance insights and efficiency with Google Cloud object tracking,2024-01-31T20:00:14Z,2762,57,3
"""There are no shortcuts!”",2024-01-31T14:00:38Z,4351,173,9
"“Oh, no! My camera broke.”",2024-01-31T05:00:09Z,5780,83,6
What were your key takeaways from DevFest Lagos?,2024-01-31T00:00:03Z,1742,51,3
Can you recreate this Python function using Gemini? Go!,2024-01-30T14:00:20Z,3472,138,8
MLOps x Generative AI best practices,2024-01-30T05:00:08Z,4371,80,4
What’s new in Jetpack Compose?,2024-01-30T02:00:16Z,3592,135,3
"What’s new in Jetpack Compose, Google Summer of Code 2024, and more dev news!",2024-01-29T22:00:01Z,6883,245,9
"Prototyping apps with Project IDX, Firebase extensions and the PaLM API",2024-01-29T17:00:12Z,6987,137,12
My journey as a GDSC Mentor - Puja Karmakar,2024-01-26T20:00:18Z,2964,66,4
Who inspired your coding journey?,2024-01-26T17:00:26Z,2785,59,1
